Step,Queue_West_East,Queue_North_South,Queue_SD,Arrival_West_East,Arrival_North_South,Throughput_Step,Avg_Waiting_Time_West_East,Avg_Waiting_Time_North_South,Reward_Total,Reward_Queue,Reward_Throughput,Reward_Wait,Reward_Fairness
1652,0,5,2.5,0,0,0,0.0,4.6,-1.4038565264293419,-0.5555555555555556,0.0,-0.22330097087378636,-0.625
1653,0,5,2.5,0,0,1,0.0,5.6,-1.3274002157497304,-0.5555555555555556,0.125,-0.27184466019417475,-0.625
1654,0,5,2.5,0,0,0,0.0,6.6,-1.5009439050701188,-0.5555555555555556,0.0,-0.3203883495145631,-0.625
1655,0,5,2.5,1,0,1,0.0,7.6,-1.424487594390507,-0.5555555555555556,0.125,-0.3689320388349514,-0.625
1656,0,5,2.5,0,0,1,0.0,8.6,-1.4730312837108954,-0.5555555555555556,0.125,-0.4174757281553398,-0.625
1657,0,5,2.5,1,0,0,0.0,9.6,-1.6465749730312838,-0.5555555555555556,0.0,-0.4660194174757281,-0.625
1658,0,4,2.0,0,0,1,0.0,9.5,-1.2806094929881338,-0.4444444444444444,0.125,-0.4611650485436893,-0.5
1659,0,3,1.5,1,0,0,0.0,7.25,-1.0602750809061487,-0.3333333333333333,0.0,-0.3519417475728155,-0.375
1660,1,2,0.5,0,0,1,0.2,5.0,-0.5857605177993528,-0.3333333333333333,0.125,-0.2524271844660194,-0.125
1661,2,1,0.5,1,0,0,0.5,2.5,-0.6039644012944984,-0.3333333333333333,0.0,-0.14563106796116504,-0.125
1662,2,0,1.0,0,0,0,0.83,0.0,-0.5125134843581445,-0.2222222222222222,0.0,-0.04029126213592232,-0.25
1663,3,0,1.5,0,0,0,1.33,0.0,-0.7728964401294498,-0.3333333333333333,0.0,-0.0645631067961165,-0.375
1664,3,0,1.5,0,0,1,1.83,0.0,-0.672168284789644,-0.3333333333333333,0.125,-0.08883495145631068,-0.375
1665,3,0,1.5,1,0,0,2.0,0.0,-0.80542071197411,-0.3333333333333333,0.0,-0.0970873786407767,-0.375
1666,4,0,2.0,0,1,0,2.57,0.0,-1.0692017259978424,-0.4444444444444444,0.0,-0.12475728155339805,-0.5
1667,4,0,2.0,0,0,1,3.14,0.0,-0.9718716289104639,-0.4444444444444444,0.125,-0.1524271844660194,-0.5
1668,5,0,2.5,0,1,0,3.86,0.0,-1.3679341963322547,-0.5555555555555556,0.0,-0.18737864077669902,-0.625
1669,6,0,3.0,0,0,1,4.71,0.0,-1.5203074433656958,-0.6666666666666666,0.125,-0.2286407766990291,-0.75
1670,6,1,2.5,0,1,0,5.57,0.25,-1.685302049622438,-0.7777777777777778,0.0,-0.28252427184466017,-0.625
1671,6,1,2.5,0,0,1,5.67,0.5,-1.5772923408845738,-0.7777777777777778,0.125,-0.2995145631067961,-0.625
1672,5,2,1.5,0,0,0,4.67,1.0,-1.4280204962243797,-0.7777777777777778,0.0,-0.2752427184466019,-0.375
1673,4,2,1.0,0,1,0,3.67,1.2,-1.1530744336569578,-0.6666666666666666,0.0,-0.23640776699029126,-0.25
1674,3,3,0.0,0,0,0,3.4,1.8,-0.919093851132686,-0.6666666666666666,0.0,-0.2524271844660194,-0.0
1675,2,3,0.5,0,0,0,2.4,2.4,-0.9135652642934197,-0.5555555555555556,0.0,-0.23300970873786406,-0.125
1676,1,4,1.5,0,0,0,1.5,3.2,-1.1587108953613807,-0.5555555555555556,0.0,-0.22815533980582522,-0.375
1677,0,4,2.0,0,0,0,0.0,4.0,-1.138619201725998,-0.4444444444444444,0.0,-0.1941747572815534,-0.5
1678,0,5,2.5,0,0,1,0.0,5.0,-1.2982740021574974,-0.5555555555555556,0.125,-0.24271844660194172,-0.625
1679,0,5,2.5,0,0,0,0.0,6.0,-1.4718176914778858,-0.5555555555555556,0.0,-0.2912621359223301,-0.625
1680,0,5,2.5,0,0,1,0.0,7.0,-1.395361380798274,-0.5555555555555556,0.125,-0.3398058252427184,-0.625
1681,0,5,2.5,1,0,0,0.0,8.0,-1.5689050701186624,-0.5555555555555556,0.0,-0.3883495145631068,-0.625
1682,0,5,2.5,0,0,1,0.0,9.0,-1.4924487594390508,-0.5555555555555556,0.125,-0.4368932038834951,-0.625
1683,0,5,2.5,1,0,0,0.0,10.0,-1.665992448759439,-0.5555555555555556,0.0,-0.48543689320388345,-0.625
1684,0,4,2.0,0,0,1,0.0,10.0,-1.304881337648328,-0.4444444444444444,0.125,-0.48543689320388345,-0.5
1685,0,3,1.5,1,0,0,0.0,7.5,-1.072411003236246,-0.3333333333333333,0.0,-0.36407766990291257,-0.375
1686,1,2,0.5,0,0,1,0.2,5.0,-0.5857605177993528,-0.3333333333333333,0.125,-0.2524271844660194,-0.125
1687,1,1,0.0,1,0,0,0.33,3.33,-0.39989212513484357,-0.2222222222222222,0.0,-0.17766990291262136,-0.0
1688,2,0,1.0,0,0,0,0.67,0.0,-0.5047464940668824,-0.2222222222222222,0.0,-0.032524271844660196,-0.25
1689,2,0,1.0,0,0,0,1.0,0.0,-0.5207659115426105,-0.2222222222222222,0.0,-0.04854368932038835,-0.25
1690,3,0,1.5,1,0,1,1.29,0.0,-0.6459546925566343,-0.3333333333333333,0.125,-0.06262135922330096,-0.375
1691,4,0,2.0,0,1,0,1.86,0.0,-1.0347357065803666,-0.4444444444444444,0.0,-0.09029126213592233,-0.5
1692,4,0,2.0,0,0,1,2.43,0.0,-0.9374056094929881,-0.4444444444444444,0.125,-0.11796116504854369,-0.5
1693,5,0,2.5,0,0,0,3.14,0.0,-1.332982740021575,-0.5555555555555556,0.0,-0.1524271844660194,-0.625
1694,6,0,3.0,0,1,1,4.0,0.0,-1.48584142394822,-0.6666666666666666,0.125,-0.1941747572815534,-0.75
1695,7,0,3.5,0,0,0,5.0,0.0,-1.8954962243797195,-0.7777777777777778,0.0,-0.24271844660194172,-0.875
1696,7,0,3.5,0,1,1,6.0,0.0,-1.8190399137001079,-0.7777777777777778,0.125,-0.2912621359223301,-0.875
1697,6,0,3.0,0,0,0,6.17,0.0,-1.7161812297734627,-0.6666666666666666,0.0,-0.2995145631067961,-0.75
1698,5,1,2.0,0,1,1,5.33,0.25,-1.3125404530744336,-0.6666666666666666,0.125,-0.270873786407767,-0.5
1699,4,1,1.5,0,0,0,4.5,0.5,-1.1732740021574974,-0.5555555555555556,0.0,-0.24271844660194172,-0.375
1700,3,2,0.5,0,0,0,4.2,1.0,-0.932982740021575,-0.5555555555555556,0.0,-0.2524271844660194,-0.125
1701,2,3,0.5,0,1,0,3.0,1.4,-0.8941477885652643,-0.5555555555555556,0.0,-0.21359223300970875,-0.125
1702,1,3,1.0,0,0,0,1.6,2.0,-0.8692017259978425,-0.4444444444444444,0.0,-0.17475728155339806,-0.25
1703,0,3,1.5,0,0,0,0.0,2.6,-0.834546925566343,-0.3333333333333333,0.0,-0.1262135922330097,-0.375
1704,0,4,2.0,0,0,1,0.0,3.4,-0.9844929881337647,-0.4444444444444444,0.125,-0.16504854368932037,-0.5
1705,0,4,2.0,0,0,0,0.0,4.2,-1.1483279395900756,-0.4444444444444444,0.0,-0.20388349514563106,-0.5
1706,0,5,2.5,0,0,1,0.0,5.2,-1.307982740021575,-0.5555555555555556,0.125,-0.2524271844660194,-0.625
1707,0,5,2.5,1,0,0,0.0,6.2,-1.4815264293419634,-0.5555555555555556,0.0,-0.30097087378640774,-0.625
1708,1,5,2.0,0,0,0,0.25,7.2,-1.52831715210356,-0.6666666666666666,0.0,-0.3616504854368932,-0.5
1709,1,5,2.0,1,0,1,0.4,8.2,-1.4591423948220064,-0.6666666666666666,0.125,-0.4174757281553398,-0.5
1710,2,4,1.0,0,0,0,0.8,8.25,-1.3559870550161812,-0.6666666666666666,0.0,-0.4393203883495146,-0.25
1711,2,3,0.5,1,0,1,1.0,6.25,-0.9074973031283711,-0.5555555555555556,0.125,-0.3519417475728155,-0.125
1712,2,2,0.0,0,0,0,1.33,4.0,-0.7031823085221143,-0.4444444444444444,0.0,-0.2587378640776699,-0.0
1713,3,1,1.0,0,0,0,1.83,2.67,-0.912891046386192,-0.4444444444444444,0.0,-0.21844660194174756,-0.25
1714,3,0,1.5,1,0,0,2.0,0.0,-0.80542071197411,-0.3333333333333333,0.0,-0.0970873786407767,-0.375
1715,4,0,2.0,0,0,0,2.57,0.0,-1.0692017259978424,-0.4444444444444444,0.0,-0.12475728155339805,-0.5
1716,5,0,2.5,0,0,0,3.29,0.0,-1.3402642934196334,-0.5555555555555556,0.0,-0.15970873786407766,-0.625
1717,5,0,2.5,0,0,1,4.0,0.0,-1.2497303128371091,-0.5555555555555556,0.125,-0.1941747572815534,-0.625
1718,6,0,3.0,0,1,1,4.86,0.0,-1.527588996763754,-0.6666666666666666,0.125,-0.23592233009708738,-0.75
1719,6,0,3.0,0,0,0,5.71,0.0,-1.6938511326860841,-0.6666666666666666,0.0,-0.27718446601941743,-0.75
1720,6,0,3.0,0,1,1,6.57,0.0,-1.610598705501618,-0.6666666666666666,0.125,-0.31893203883495147,-0.75
1721,7,1,3.0,0,1,0,7.57,0.25,-2.0185005393743256,-0.8888888888888888,0.0,-0.3796116504854369,-0.75
1722,7,1,3.0,0,0,0,8.57,0.5,-2.0791801510248114,-0.8888888888888888,0.0,-0.4402912621359223,-0.75
1723,6,1,2.5,0,0,1,8.5,0.75,-1.72680690399137,-0.7777777777777778,0.125,-0.4490291262135922,-0.625
1724,5,1,2.0,0,0,0,7.0,1.0,-1.5550161812297734,-0.6666666666666666,0.0,-0.3883495145631068,-0.5
1725,4,2,1.0,0,1,0,5.67,1.2,-1.2501618122977347,-0.6666666666666666,0.0,-0.33349514563106797,-0.25
1726,3,3,0.0,0,0,0,5.2,1.8,-1.006472491909385,-0.6666666666666666,0.0,-0.3398058252427184,-0.0
1727,2,3,0.5,0,0,0,3.4,2.4,-0.962108953613808,-0.5555555555555556,0.0,-0.2815533980582524,-0.125
1728,1,4,1.5,0,0,0,1.6,3.2,-1.1635652642934198,-0.5555555555555556,0.0,-0.23300970873786409,-0.375
1729,0,4,2.0,0,0,0,0.0,4.0,-1.138619201725998,-0.4444444444444444,0.0,-0.1941747572815534,-0.5
1730,0,5,2.5,0,0,0,0.0,5.0,-1.4232740021574974,-0.5555555555555556,0.0,-0.24271844660194172,-0.625
1731,0,5,2.5,0,0,1,0.0,6.0,-1.3468176914778858,-0.5555555555555556,0.125,-0.2912621359223301,-0.625
1732,0,5,2.5,0,0,0,0.0,7.0,-1.520361380798274,-0.5555555555555556,0.0,-0.3398058252427184,-0.625
1733,0,5,2.5,1,0,1,0.0,8.0,-1.4439050701186624,-0.5555555555555556,0.125,-0.3883495145631068,-0.625
1734,0,5,2.5,0,0,0,0.0,9.0,-1.6174487594390508,-0.5555555555555556,0.0,-0.4368932038834951,-0.625
1735,0,5,2.5,1,0,1,0.0,10.0,-1.540992448759439,-0.5555555555555556,0.125,-0.48543689320388345,-0.625
1736,1,4,1.5,0,0,0,0.2,9.75,-1.4135652642934196,-0.5555555555555556,0.0,-0.48300970873786403,-0.375
1737,1,3,1.0,1,0,1,0.33,7.5,-0.9495415318230851,-0.4444444444444444,0.125,-0.38009708737864073,-0.25
1738,2,2,0.0,0,0,0,0.67,5.0,-0.7196871628910464,-0.4444444444444444,0.0,-0.2752427184466019,-0.0
1739,2,1,0.5,0,0,0,1.0,3.33,-0.6685275080906149,-0.3333333333333333,0.0,-0.21019417475728155,-0.125
1740,3,0,1.5,0,0,0,1.5,0.0,-0.7811488673139159,-0.3333333333333333,0.0,-0.07281553398058252,-0.375
1741,4,0,2.0,1,0,0,1.86,0.0,-1.0347357065803666,-0.4444444444444444,0.0,-0.09029126213592233,-0.5
1742,5,0,2.5,0,0,1,2.57,0.0,-1.1803128371089535,-0.5555555555555556,0.125,-0.12475728155339805,-0.625
1743,5,0,2.5,0,1,0,3.29,0.0,-1.3402642934196334,-0.5555555555555556,0.0,-0.15970873786407766,-0.625
1744,6,0,3.0,0,0,1,4.14,0.0,-1.4926375404530745,-0.6666666666666666,0.125,-0.20097087378640774,-0.75
1745,7,0,3.5,0,1,0,5.14,0.0,-1.902292340884574,-0.7777777777777778,0.0,-0.2495145631067961,-0.875
1746,7,0,3.5,0,0,1,6.14,0.0,-1.8258360302049623,-0.7777777777777778,0.125,-0.2980582524271844,-0.875
1747,7,0,3.5,0,1,0,7.14,0.0,-1.9993797195253507,-0.7777777777777778,0.0,-0.34660194174757275,-0.875
1748,7,0,3.5,0,0,1,8.14,0.0,-1.922923408845739,-0.7777777777777778,0.125,-0.3951456310679612,-0.875
1749,6,0,3.0,0,1,0,8.33,0.0,-1.8210355987055016,-0.6666666666666666,0.0,-0.40436893203883495,-0.75
1750,5,1,2.0,0,0,1,7.17,0.25,-1.4018608414239482,-0.6666666666666666,0.125,-0.36019417475728155,-0.5
1751,4,1,1.5,0,0,0,6.0,0.5,-1.2460895361380797,-0.5555555555555556,0.0,-0.31553398058252424,-0.375
1752,3,2,0.5,0,1,0,5.6,0.8,-0.991235167206041,-0.5555555555555556,0.0,-0.3106796116504854,-0.125
1753,2,2,0.0,0,0,0,3.8,1.2,-0.6871628910463862,-0.4444444444444444,0.0,-0.24271844660194172,-0.0
1754,1,2,0.5,0,0,0,2.5,1.6,-0.6573624595469255,-0.3333333333333333,0.0,-0.1990291262135922,-0.125
1755,0,3,1.5,0,0,0,0.0,2.2,-0.8151294498381877,-0.3333333333333333,0.0,-0.10679611650485438,-0.375
1756,0,4,2.0,0,0,1,0.0,3.0,-0.9650755124056094,-0.4444444444444444,0.125,-0.14563106796116504,-0.5
1757,0,4,2.0,0,0,0,0.0,3.8,-1.12891046386192,-0.4444444444444444,0.0,-0.1844660194174757,-0.5
1758,0,5,2.5,0,0,0,0.0,4.8,-1.4135652642934198,-0.5555555555555556,0.0,-0.23300970873786406,-0.625
1759,0,5,2.5,1,0,1,0.0,5.8,-1.337108953613808,-0.5555555555555556,0.125,-0.2815533980582524,-0.625
1760,0,5,2.5,0,0,1,0.0,6.8,-1.3856526429341964,-0.5555555555555556,0.125,-0.33009708737864074,-0.625
1761,0,5,2.5,1,0,0,0.0,7.8,-1.5591963322545848,-0.5555555555555556,0.0,-0.37864077669902907,-0.625
1762,0,4,2.0,0,0,0,0.0,7.75,-1.320658036677454,-0.4444444444444444,0.0,-0.3762135922330097,-0.5
1763,1,3,1.0,1,0,1,0.2,5.75,-0.8582793959007551,-0.4444444444444444,0.125,-0.28883495145631066,-0.25
1764,1,2,0.5,0,0,1,0.4,4.0,-0.5469255663430421,-0.3333333333333333,0.125,-0.21359223300970875,-0.125
1765,1,1,0.0,1,0,0,0.5,2.67,-0.37610571736785325,-0.2222222222222222,0.0,-0.15388349514563104,-0.0
1766,2,0,1.0,0,0,0,0.83,0.0,-0.5125134843581445,-0.2222222222222222,0.0,-0.04029126213592232,-0.25
1767,2,0,1.0,0,0,0,1.17,0.0,-0.5290183387270766,-0.2222222222222222,0.0,-0.05679611650485436,-0.25
1768,3,0,1.5,1,0,1,1.43,0.0,-0.6527508090614886,-0.3333333333333333,0.125,-0.06941747572815533,-0.375
1769,4,0,2.0,0,1,0,2.0,0.0,-1.041531823085221,-0.4444444444444444,0.0,-0.0970873786407767,-0.5
1770,5,0,2.5,0,0,0,2.71,0.0,-1.312108953613808,-0.5555555555555556,0.0,-0.13155339805825242,-0.625
1771,5,0,2.5,0,0,1,3.43,0.0,-1.2220604099244876,-0.5555555555555556,0.125,-0.16650485436893203,-0.625
1772,5,0,2.5,0,1,0,4.14,0.0,-1.3815264293419633,-0.5555555555555556,0.0,-0.20097087378640774,-0.625
1773,6,0,3.0,0,0,1,5.0,0.0,-1.5343851132686084,-0.6666666666666666,0.125,-0.24271844660194172,-0.75
1774,7,0,3.5,0,1,1,6.0,0.0,-1.8190399137001079,-0.7777777777777778,0.125,-0.2912621359223301,-0.875
1775,6,0,3.0,0,0,0,6.0,0.0,-1.7079288025889967,-0.6666666666666666,0.0,-0.2912621359223301,-0.75
1776,5,0,2.5,0,1,1,5.17,0.0,-1.3065264293419634,-0.5555555555555556,0.125,-0.25097087378640776,-0.625
1777,4,1,1.5,0,0,0,4.33,0.25,-1.1528856526429343,-0.5555555555555556,0.0,-0.22233009708737864,-0.375
1778,3,1,1.0,0,0,0,4.0,0.5,-0.912891046386192,-0.4444444444444444,0.0,-0.21844660194174756,-0.25
1779,2,2,0.0,0,1,0,2.6,0.8,-0.6094929881337648,-0.4444444444444444,0.0,-0.1650485436893204,-0.0
1780,1,3,1.0,0,0,0,1.4,1.4,-0.8303667745415317,-0.4444444444444444,0.0,-0.13592233009708737,-0.25
1781,0,3,1.5,0,0,0,0.0,2.0,-0.80542071197411,-0.3333333333333333,0.0,-0.0970873786407767,-0.375
1782,0,4,2.0,0,0,0,0.0,2.8,-1.0803667745415317,-0.4444444444444444,0.0,-0.13592233009708737,-0.5
1783,0,5,2.5,0,0,1,0.0,3.8,-1.2400215749730312,-0.5555555555555556,0.125,-0.1844660194174757,-0.625
1784,0,5,2.5,0,0,0,0.0,4.8,-1.4135652642934198,-0.5555555555555556,0.0,-0.23300970873786406,-0.625
1785,0,5,2.5,1,0,1,0.0,5.8,-1.337108953613808,-0.5555555555555556,0.125,-0.2815533980582524,-0.625
1786,0,5,2.5,0,0,0,0.0,6.8,-1.5106526429341964,-0.5555555555555556,0.0,-0.33009708737864074,-0.625
1787,0,5,2.5,1,0,1,0.0,7.8,-1.4341963322545848,-0.5555555555555556,0.125,-0.37864077669902907,-0.625
1788,0,4,2.0,0,0,0,0.0,8.0,-1.3327939590075513,-0.4444444444444444,0.0,-0.3883495145631068,-0.5
1789,0,3,1.5,1,0,1,0.0,6.25,-0.8867313915857604,-0.3333333333333333,0.125,-0.30339805825242716,-0.375
1790,1,2,0.5,0,0,0,0.2,4.25,-0.6743527508090614,-0.3333333333333333,0.0,-0.21601941747572814,-0.125
1791,1,1,0.0,1,0,1,0.33,3.0,-0.2588727076591154,-0.2222222222222222,0.125,-0.1616504854368932,-0.0
1792,2,0,1.0,0,0,0,0.67,0.0,-0.5047464940668824,-0.2222222222222222,0.0,-0.032524271844660196,-0.25
1793,3,0,1.5,0,0,0,1.17,0.0,-0.7651294498381876,-0.3333333333333333,0.0,-0.05679611650485436,-0.375
1794,4,0,2.0,1,0,0,1.57,0.0,-1.020658036677454,-0.4444444444444444,0.0,-0.0762135922330097,-0.5
1795,4,0,2.0,0,1,1,2.14,0.0,-0.9233279395900755,-0.4444444444444444,0.125,-0.10388349514563107,-0.5
1796,5,0,2.5,0,0,1,2.86,0.0,-1.194390507011866,-0.5555555555555556,0.125,-0.13883495145631067,-0.625
1797,6,0,3.0,0,0,0,3.71,0.0,-1.5967637540453075,-0.6666666666666666,0.0,-0.18009708737864077,-0.75
1798,6,0,3.0,0,1,1,4.57,0.0,-1.5135113268608413,-0.6666666666666666,0.125,-0.22184466019417476,-0.75
1799,6,1,2.5,0,0,0,5.43,0.33,-1.6823894282632146,-0.7777777777777778,0.0,-0.27961165048543685,-0.625
1800,7,1,3.0,0,1,1,6.43,0.5,-1.85029665587918,-0.8888888888888888,0.125,-0.33640776699029123,-0.75
1801,6,2,2.0,0,0,0,6.67,1.0,-1.7612189859762675,-0.8888888888888888,0.0,-0.37233009708737863,-0.5
1802,5,2,1.5,0,0,0,5.83,1.5,-1.5086030204962244,-0.7777777777777778,0.0,-0.35582524271844657,-0.375
1803,4,2,1.0,0,1,0,4.83,1.6,-1.2288025889967638,-0.6666666666666666,0.0,-0.31213592233009707,-0.25
1804,3,3,0.0,0,0,0,3.67,2.2,-0.9516181229773462,-0.6666666666666666,0.0,-0.2849514563106796,-0.0
1805,2,3,0.5,0,0,0,3.0,2.8,-0.962108953613808,-0.5555555555555556,0.0,-0.2815533980582524,-0.125
1806,1,4,1.5,0,0,0,1.4,3.6,-1.1732740021574974,-0.5555555555555556,0.0,-0.24271844660194172,-0.375
1807,0,4,2.0,0,0,0,0.0,4.4,-1.1580366774541533,-0.4444444444444444,0.0,-0.21359223300970875,-0.5
1808,0,5,2.5,0,0,0,0.0,5.4,-1.4426914778856528,-0.5555555555555556,0.0,-0.2621359223300971,-0.625
1809,0,5,2.5,0,0,1,0.0,6.4,-1.366235167206041,-0.5555555555555556,0.125,-0.3106796116504854,-0.625
1810,0,5,2.5,0,0,0,0.0,7.4,-1.5397788565264294,-0.5555555555555556,0.0,-0.3592233009708738,-0.625
1811,0,5,2.5,0,0,0,0.0,8.4,-1.5883225458468178,-0.5555555555555556,0.0,-0.4077669902912621,-0.625
1812,0,5,2.5,1,0,1,0.0,9.4,-1.511866235167206,-0.5555555555555556,0.125,-0.45631067961165045,-0.625
1813,1,5,2.0,0,0,1,0.25,10.4,-1.5586569579288025,-0.6666666666666666,0.125,-0.5169902912621359,-0.5
1814,1,4,1.5,1,0,0,0.4,10.25,-1.4475458468176914,-0.5555555555555556,0.0,-0.5169902912621359,-0.375
1815,2,3,0.5,0,0,0,0.8,7.5,-1.083468176914779,-0.5555555555555556,0.0,-0.4029126213592233,-0.125
1816,2,2,0.0,1,0,1,1.0,5.0,-0.6107065803667745,-0.4444444444444444,0.125,-0.2912621359223301,-0.0
1817,3,1,1.0,0,0,0,1.5,3.33,-0.9289104638619201,-0.4444444444444444,0.0,-0.23446601941747572,-0.25
1818,4,0,2.0,0,0,0,2.17,0.0,-1.049784250269687,-0.4444444444444444,0.0,-0.1053398058252427,-0.5
1819,4,0,2.0,1,0,0,2.43,0.0,-1.0624056094929881,-0.4444444444444444,0.0,-0.11796116504854369,-0.5
1820,4,0,2.0,0,0,0,3.0,0.0,-1.0900755124056094,-0.4444444444444444,0.0,-0.14563106796116504,-0.5
1821,5,0,2.5,0,1,1,3.71,0.0,-1.2356526429341963,-0.5555555555555556,0.125,-0.18009708737864077,-0.625
1822,6,0,3.0,0,0,1,4.57,0.0,-1.5135113268608413,-0.6666666666666666,0.125,-0.22184466019417476,-0.75
1823,7,0,3.5,0,0,0,5.57,0.0,-1.9231661272923408,-0.7777777777777778,0.0,-0.2703883495145631,-0.875
1824,7,0,3.5,0,1,1,6.57,0.0,-1.8467098166127291,-0.7777777777777778,0.125,-0.31893203883495147,-0.875
1825,7,0,3.5,0,0,0,7.57,0.0,-2.0202535059331175,-0.7777777777777778,0.0,-0.3674757281553398,-0.875
1826,7,0,3.5,0,1,1,8.57,0.0,-1.9437971952535058,-0.7777777777777778,0.125,-0.4160194174757281,-0.875
1827,6,0,3.0,0,1,0,8.67,0.0,-1.8375404530744337,-0.6666666666666666,0.0,-0.42087378640776696,-0.75
1828,5,1,2.0,0,0,1,7.33,0.25,-1.4096278317152102,-0.6666666666666666,0.125,-0.36796116504854365,-0.5
1829,4,1,1.5,0,0,0,6.0,0.5,-1.2460895361380797,-0.5555555555555556,0.0,-0.31553398058252424,-0.375
1830,3,2,0.5,0,0,0,5.4,1.0,-0.991235167206041,-0.5555555555555556,0.0,-0.3106796116504854,-0.125
1831,2,3,0.5,0,1,0,3.8,1.4,-0.9329827400215749,-0.5555555555555556,0.0,-0.25242718446601936,-0.125
1832,1,3,1.0,0,0,0,2.5,2.0,-0.912891046386192,-0.4444444444444444,0.0,-0.21844660194174756,-0.25
1833,0,3,1.5,0,0,0,0.0,2.6,-0.834546925566343,-0.3333333333333333,0.0,-0.1262135922330097,-0.375
1834,0,3,1.5,0,0,0,0.0,3.2,-0.863673139158576,-0.3333333333333333,0.0,-0.1553398058252427,-0.375
1835,0,4,2.0,0,0,1,0.0,4.0,-1.013619201725998,-0.4444444444444444,0.125,-0.1941747572815534,-0.5
1836,0,4,2.0,0,0,0,0.0,4.8,-1.1774541531823086,-0.4444444444444444,0.0,-0.23300970873786406,-0.5
1837,0,5,2.5,1,0,1,0.0,5.8,-1.337108953613808,-0.5555555555555556,0.125,-0.2815533980582524,-0.625
1838,0,5,2.5,0,0,1,0.0,6.8,-1.3856526429341964,-0.5555555555555556,0.125,-0.33009708737864074,-0.625
1839,0,5,2.5,1,0,0,0.0,7.8,-1.5591963322545848,-0.5555555555555556,0.0,-0.37864077669902907,-0.625
1840,0,4,2.0,0,0,1,0.0,7.75,-1.195658036677454,-0.4444444444444444,0.125,-0.3762135922330097,-0.5
1841,1,3,1.0,1,0,0,0.2,5.75,-0.9832793959007551,-0.4444444444444444,0.0,-0.28883495145631066,-0.25
1842,1,2,0.5,0,0,1,0.4,3.5,-0.5226537216828478,-0.3333333333333333,0.125,-0.18932038834951453,-0.125
1843,2,1,0.5,1,0,0,0.67,2.33,-0.6039644012944984,-0.3333333333333333,0.0,-0.14563106796116504,-0.125
1844,2,0,1.0,0,0,0,1.0,0.0,-0.5207659115426105,-0.2222222222222222,0.0,-0.04854368932038835,-0.25
1845,3,0,1.5,0,0,0,1.5,0.0,-0.7811488673139159,-0.3333333333333333,0.0,-0.07281553398058252,-0.375
1846,3,0,1.5,1,0,1,1.71,0.0,-0.6663430420711973,-0.3333333333333333,0.125,-0.08300970873786408,-0.375
1847,4,0,2.0,0,1,0,2.29,0.0,-1.055609492988134,-0.4444444444444444,0.0,-0.11116504854368932,-0.5
1848,5,0,2.5,0,0,1,3.0,0.0,-1.2011866235167206,-0.5555555555555556,0.125,-0.14563106796116504,-0.625
1849,6,0,3.0,0,0,0,3.86,0.0,-1.6040453074433656,-0.6666666666666666,0.0,-0.18737864077669902,-0.75
1850,7,0,3.5,0,1,1,4.86,0.0,-1.763700107874865,-0.7777777777777778,0.125,-0.23592233009708738,-0.875
1851,7,0,3.5,0,1,0,5.86,0.0,-1.9372437971952534,-0.7777777777777778,0.0,-0.28446601941747574,-0.875
1852,7,0,3.5,0,0,1,6.86,0.0,-1.8607874865156417,-0.7777777777777778,0.125,-0.33300970873786406,-0.875
1853,6,0,3.0,0,1,0,7.0,0.0,-1.756472491909385,-0.6666666666666666,0.0,-0.3398058252427184,-0.75
1854,5,1,2.0,0,0,1,6.0,0.25,-1.345064724919094,-0.6666666666666666,0.125,-0.30339805825242716,-0.5
1855,4,2,1.0,0,0,0,5.0,0.75,-1.1957928802588995,-0.6666666666666666,0.0,-0.279126213592233,-0.25
1856,3,2,0.5,0,1,0,4.8,1.0,-0.962108953613808,-0.5555555555555556,0.0,-0.2815533980582524,-0.125
1857,2,3,0.5,0,0,0,3.4,1.6,-0.9232740021574973,-0.5555555555555556,0.0,-0.24271844660194172,-0.125
1858,1,3,1.0,0,0,0,1.8,2.2,-0.8886192017259978,-0.4444444444444444,0.0,-0.1941747572815534,-0.25
1859,0,4,2.0,0,0,0,0.0,3.0,-1.0900755124056094,-0.4444444444444444,0.0,-0.14563106796116504,-0.5
1860,0,4,2.0,0,0,0,0.0,3.8,-1.12891046386192,-0.4444444444444444,0.0,-0.1844660194174757,-0.5
1861,0,5,2.5,0,0,1,0.0,4.8,-1.2885652642934198,-0.5555555555555556,0.125,-0.23300970873786406,-0.625
1862,0,5,2.5,0,0,0,0.0,5.8,-1.462108953613808,-0.5555555555555556,0.0,-0.2815533980582524,-0.625
1863,0,5,2.5,1,0,1,0.0,6.8,-1.3856526429341964,-0.5555555555555556,0.125,-0.33009708737864074,-0.625
1864,0,5,2.5,0,0,0,0.0,7.8,-1.5591963322545848,-0.5555555555555556,0.0,-0.37864077669902907,-0.625
1865,0,5,2.5,1,0,0,0.0,8.8,-1.607740021574973,-0.5555555555555556,0.0,-0.4271844660194175,-0.625
1866,0,4,2.0,0,0,1,0.0,9.0,-1.2563376483279396,-0.4444444444444444,0.125,-0.4368932038834951,-0.5
1867,1,3,1.0,1,0,1,0.2,6.75,-0.9068230852211434,-0.4444444444444444,0.125,-0.337378640776699,-0.25
1868,1,2,0.5,0,0,0,0.4,4.5,-0.6961974110032363,-0.3333333333333333,0.0,-0.23786407766990292,-0.125
